Label,Description
Judge Rejects Md AntiSpam Statute,Montgomery County judge ruled Marylands antispam law unconstitutional seeks regulate business transactions beyond states borders
Kidd 39s lack playing time hurting Nets,Jason Kidd available roughly 20 minutes night costing New Jersey Nets New York Knicks took advantage Kidd 39s rationed minutes get back game early capitalized
Kidnapped Turk Killed Afghanistan Witness,Turkish engineer abducted militant gang eastern Afghanistan found dead Wednesday witness saw body carried mountainside told Reuters
China succeeds cooling economy 2005 likely prove tough AFP,AFP China claim success battle cool roaring economy 2004 series macro policies helping prevent another boombust cycle much remains done Beijing avoid increasing wrangles trade partners
Fiat seeks pact row GM,Fiat General Motors hold talks solve differences future Italian firms lossmaking auto group Fiat says
Dead Iraqi 39s Family Wins Demand UK Abuse Probe,test case British troops 39 alleged abuse Iraqi civilians London court Tuesday backed demands independent inquiry claims Basra hotel worker beaten death UK soldiers
Call one pages,Google 39s project archive millions books top libraries experts said first major step toward company 39s goal indexing massive amounts printed material music video
USC right move Majerus,especially since anxious simply return sidelines Remember Majerus 39t exactly leave Utah terms 2004
MPAA widens piracy net,Hollywood studios launched legal attacks Tuesday computer server operators claim technological middlemen making online film theft possible
Abducted Turkish engineer killed Afghanistan,kidnapped Turkish engineer found dead Kunar province east Afghanistan Wednesday one day abducted unknown gunmen Afghan Interior Ministry said
Yukos seeks US bankruptcy refuge,Embattled Russian oil giant Yukos filed bankruptcy protection US court attempt prevent forced sale main production arm
UPDATE Air China Shares 8 Hong Kong Debut,HONG KONG Dow JonesAir China Ltd 39s 0753HK stock gained 8 debut Hong Kong stock exchange Wednesday analysts said scope slight
Globus inventors go commercial,creators Globus open source grid software set software services company Univa capitalise work grid computing
Thomas still struggling,Time slips away hurry Tim Thomas runs around looking make something happen short order slumping forward 39s short leash moment wound watching last
1 LSU overcomes stubborn host Minnesota,MINNEAPOLIS Topranked teams 39t solo shows star Seimone Augustus sure plenty help around LSU Lady Tigers
Lady Tigers run past Gophers,MINNEAPOLIS One 6foot1 National Player Year candidate looking lead topranked team back Final Four
NKorea warns Japan economic sanctions,North Korea warned Japan treat economic sanctions quotdeclaration war quot threatens try exclude Tokyo sixparty talks Pyongyang 39s nuclear arms programs
City ponder Anelka future,MANCHESTER Dec 15 SW Manchester City chairman John Wardle ruled winter break move French inform striker Nicolas Anelka
49ERS NOTEBOOK Fumbling holidayparty plans,think trouble holiday party check 49ers 49ers planned Friday hotel near team stays night games coaches
US Defends Afghan Human Rights Record AP,AP US military defended humanrights record Afghanistan Wednesday claiming May inspection American general found evidence abuse 22 detainee facilities country admitting stillunreleased report include earlier incidents
Blockbuster revamps policy late returns,NEW YORK Faced growing competition home video market Blockbuster addressed 1 consumer complaint Tuesday saying end late fees rented videos games January
Time warner 600m setttlement,Time Warner announce today pay 500 600 million settle federal investigations irregularities America Online according reports American press
Foxfire Browser Adoption Accelerating IE Wains,Usage Microsoft Internet Explorer continues fall United States dropping 109 percentage points 9180 percent browser market last month triple rate
Report Amount fineparticle pollution drops significantly,LOS ANGELES Concentrations one dangerous air pollutants declined country last five years especially Southern California Southeast according report released US Environmental Protection
Armed Athens Bus Hijackers Release Five Hostages Update2,Hijackers took many 26 people hostage commuter bus outskirts Athens released five captives Police negotiations free remaining hostages spokeswoman said
Oracle chairman says close gap SAP report,Oracle Corp close gap SAP world 39s biggest software company buying US rival PeopleSoft Oracle 39s Chairman Jeff Henley said interview published Wednesday
Hologram labels Nokia batteries,New Delhi help customers identify original Nokia batteries counterfeit ones Nokia introduced hologram labels authentication codes new batteries
Toshiba claims hard drive storage record,Toshiba developed claims world 39s first hard disk drives based perpendicular recording technology boost data density single 18in harddisk platter 40GB
Eck court would cleared Novo,Rangers manager Alex McLeish claims Nacho Novo would vindicated case dealt civil hearing striker banned one game 12 penalty points added record
Nothing,Well 39t go well Everybody knew NHL planned turning NHLPA 39s latest offer yesterday hockey world still held breath two adversaries met face face
Turkey confirms death engineer Afghanistan,ANKARA Dec 15 AFP Turkish ambassador Afghanistan confirmed death Turkish engineer kidnapped Tuesday Afghanistan 39s eastern Kunar province Anatolia news agency reported Wednesday
England may lost initiative,appreciated Michael Vaughan 39s honesty said England complacent sevenwicket defeat South Africa last week
Nokia stamps bad batteries,Helsinki Nokia world 39s largest handset maker plans mark original batteries hologram part fight unsafe counterfeit mobile phone batteries exploded users 39 hands
Madrid Bomb Victims Criticize Schoolyard Politics,MADRID Reuters Victims Madrid train bombings issued stinging rebuke politicians seeking gain tragedy killed 191 people injecting humility previously raucous parliamentary investigation
Sprint Nextel Combine,Sprint Corp Nextel Communications Inc Wednesday announced plans merge creating formidable rival two largest US mobile operators large wireline communications company supporting
Apple Blocks Use RealNetworks 39 Music iPod Photo,Apple updated software iPod Photo digital music player prevent users playing music bought RealNetworks 39 online music store
Valencia accept Angulo ban,Valencia say plan appeal sevenmatch ban given midfielder Miguel Angel Angulo UEFA behaviour last week 39s Champions League match Werder Bremen
Newcastle 39s Boumsong bid rejected Rangers,Newcastle United manager Graeme Souness made offer Rangers French international centreback JeanAlain Boumsong Scottish club rejected initial offer
210M Fine AOL Probe,WASHINGTON CBS America Online agreed pay 210 million fine settle Justice Department investigation securities fraud department official tells CBS News
Yukos files US bankruptcy protection,Russian oil giant Yukos Wednesday filed US bankruptcy protection attempt stop forthcoming auction major asset Yuganskeneftegaz accordingto Interfax news agency
Studios Attack BitTorrent,Motion Picture Association America retargeting legal battle file swappers launching attacks server operators behind BitTorrent eDonkey services
Peacekeepers fire troops riverborder,BukavuNairobi United Nations peacekeepers fired troops trying enter Democratic Republic Congo DRC Rwanda UNfunded radio station Radio Okapi reported Wednesday
Indonesia May Prosecute Newmont Mining AP,AP Indonesia proceeding plans prosecute USbased Newmont Mining allegedly polluting bay central Indonesia accusing company Wednesday giving investigators incomplete information waste disposal method
Sun Brews Java Tools Updates,Java Studio Enterprise 7 platform available offers collaboration feature called CodeAware allows distributed teams developers different buildings different continents work together projects according Sun
Google takes competition school,rivals scramble catch desktop Google plans digitize famous libraries official Google dangerous media company planet
Mars Earthlike,SAN FRANCISCO Pictures Earthlike clouds captured Nasa 39s Mars rover Wednesday Reports also indicate 39s rock 39t look like anything scientists ever seen
Last minute name change Nvidia 39s new GeForce 6200 ltbgtltbgt,PCI Express allows Nvidia tap system memory save expensive onboard graphics memory achieve high performance time
Bush Pledges StrongDollar Policy,President Bush meets Italian Prime Minister Silvio Berlusconi Oval Office White House Wednesday Dec 15 2004 Washington
Weis Sues Doctors,Notre Dame head coach Charlie Weis files suit doctors performed weightloss surgery 2002 almost killed
Google Wins Trademark Victory GEICO,ALEXANDRIA Va Reuters federal judge Wednesday handed online search engine Google Inc ltA HREFhttpwwwinvestorreuterscomFullQuoteaspxtickerGOOGO targetstocksquickinfofullquotegtGOOGOltAgt victory trademark infringement case Wednesday ruling users searched insurer GEICO Google could display rivals well
